venue,symbol,date,n_fills,mean_fill_size,spread_capture_bp_10s,adverse_select_bp_10s,net_markout_bp_10s,spread_capture_bp_60s,adverse_select_bp_60s,net_markout_bp_60s,spread_capture_szw_bp_10s,adverse_select_szw_bp_10s,net_markout_szw_bp_10s,spread_capture_szw_bp_60s,adverse_select_szw_bp_60s,net_markout_szw_bp_60s,rv_10s_bp,maker_fee_bp,ts_semantics
bybit_perp,BNXUSDT,20241016,2649,0.989392,1.775587,-2.429812,-0.654225,1.775587,-1.890472,-0.114885,1.780314,-2.444261,-0.663947,1.780314,-1.750741,0.029573,9.577503,2.0,publish
bybit_perp,BNXUSDT,20241019,2770,0.988051,1.582546,-2.589599,-1.007053,1.582546,-2.597215,-1.01467,1.585579,-2.566873,-0.981294,1.585579,-2.599683,-1.014105,6.977408,2.0,publish
bybit_perp,BNXUSDT,20241022,3041,0.989576,1.411286,-3.274914,-1.863627,1.411286,-3.549552,-2.138266,1.414348,-3.279326,-1.864977,1.414348,-3.550573,-2.136224,6.357432,2.0,publish
bybit_perp,BNXUSDT,20241025,3004,0.986218,1.674955,-5.021401,-3.346446,1.674955,-6.465511,-4.790556,1.682245,-5.02755,-3.345305,1.682245,-6.476389,-4.794144,8.825884,2.0,publish
bybit_perp,BNXUSDT,20241028,2273,0.983018,1.267271,-3.014171,-1.7469,1.267271,-2.606813,-1.339542,1.270271,-3.009678,-1.739408,1.270271,-2.60823,-1.33796,5.894004,2.0,publish
bybit_perp,BNXUSDT,20241031,1784,0.980774,1.592427,-2.816625,-1.224198,1.592427,-2.902839,-1.310412,1.60033,-2.783845,-1.183514,1.60033,-2.864469,-1.264138,5.709114,2.0,publish
bybit_perp,BNXUSDT,20241103,2098,0.974643,2.04164,-2.816375,-0.774735,2.04164,-4.060372,-2.018732,2.044746,-2.793809,-0.749063,2.044746,-4.074186,-2.02944,7.860953,2.0,publish
bybit_perp,BNXUSDT,20241106,1498,0.991856,2.134152,-3.052406,-0.918255,2.134152,-3.119106,-0.984954,2.136468,-3.054817,-0.91835,2.136468,-3.14749,-1.011022,6.230195,2.0,publish
bybit_perp,BNXUSDT,20241109,1540,0.993182,2.135625,-3.265376,-1.12975,2.135625,-2.064944,0.070681,2.136844,-3.259242,-1.122398,2.136844,-2.080537,0.056307,7.673156,2.0,publish
bybit_perp,BNXUSDT,20241112,3425,0.989285,2.755631,-5.060427,-2.304795,2.755631,-11.000543,-8.244912,2.759387,-5.060243,-2.300856,2.759387,-11.051008,-8.291621,11.644806,2.0,publish
bybit_perp,BNXUSDT,20241115,1469,0.988155,1.828156,-3.483797,-1.655642,1.828156,-3.560854,-1.732698,1.831783,-3.474692,-1.642909,1.831783,-3.540589,-1.708806,5.953568,2.0,publish
bybit_perp,BNXUSDT,20241118,1273,0.984918,2.125369,-3.313827,-1.188458,2.125369,-3.957605,-1.832237,2.126772,-3.307546,-1.180773,2.126772,-3.88384,-1.757067,5.755139,2.0,publish
bybit_perp,BNXUSDT,20241121,1317,0.987699,1.918472,-3.216662,-1.29819,1.918472,-3.354569,-1.436097,1.92264,-3.239207,-1.316567,1.92264,-3.405369,-1.482728,6.308321,2.0,publish
bybit_perp,BNXUSDT,20241124,1665,0.986486,2.691483,-4.578194,-1.886711,2.691483,-4.905026,-2.213543,2.699725,-4.596242,-1.896516,2.699725,-4.959867,-2.260141,9.506723,2.0,publish
bybit_perp,BNXUSDT,20241127,1638,0.98138,2.065977,-3.666968,-1.600991,2.065977,-3.807566,-1.741589,2.073411,-3.658145,-1.584734,2.073411,-3.716526,-1.643114,6.924335,2.0,publish
bybit_perp,BNXUSDT,20241130,1446,0.965975,1.742029,-3.309006,-1.566976,1.742029,-3.288682,-1.546653,1.756014,-3.287631,-1.531616,1.756014,-3.314323,-1.558309,5.334665,2.0,publish
bybit_perp,BNXUSDT,20241203,3135,0.9837,2.497501,-3.77316,-1.27566,2.497501,-2.092205,0.405296,2.505359,-3.766456,-1.261097,2.505359,-1.959478,0.545881,10.524678,2.0,publish
bybit_perp,BNXUSDT,20241206,1384,0.969725,2.416631,-4.088162,-1.671531,2.416631,-4.230309,-1.813678,2.422135,-4.063764,-1.641629,2.422135,-4.137474,-1.715339,7.172033,2.0,publish
bybit_perp,BNXUSDT,20241209,2416,0.978477,4.656995,-7.13669,-2.479695,4.656995,-3.869255,0.78774,4.653503,-6.737952,-2.084449,4.653503,-3.85269,0.800813,17.922391,2.0,publish
bybit_perp,BNXUSDT,20241212,1533,0.96758,2.786694,-4.350287,-1.563593,2.786694,-3.915176,-1.128482,2.799104,-4.348479,-1.549375,2.799104,-3.878002,-1.078898,6.604096,2.0,publish
bybit_perp,BNXUSDT,20241215,1108,0.950181,2.429133,-4.736244,-2.307111,2.429133,-6.216725,-3.787593,2.439867,-4.730376,-2.290509,2.439867,-6.240866,-3.800999,4.420905,2.0,publish
bybit_perp,BNXUSDT,20241218,1548,0.972933,3.566493,-6.141192,-2.574699,3.566493,-7.95317,-4.386677,3.595555,-6.080012,-2.484457,3.595555,-8.05482,-4.459265,8.735958,2.0,publish
bybit_perp,BNXUSDT,20241221,1154,0.965251,2.540052,-4.32915,-1.789098,2.540052,-3.926546,-1.386494,2.561534,-4.177851,-1.616318,2.561534,-3.660658,-1.099125,7.493076,2.0,publish
bybit_perp,BNXUSDT,20241224,1072,0.965392,1.877736,-3.844487,-1.966751,1.877736,-3.942336,-2.064599,1.880559,-3.820371,-1.939812,1.880559,-3.866309,-1.98575,4.376001,2.0,publish
bybit_perp,BNXUSDT,20241227,905,0.965525,2.318447,-4.242445,-1.923999,2.318447,-4.115439,-1.796992,2.320576,-4.20794,-1.887365,2.320576,-4.105722,-1.785147,4.743139,2.0,publish
bybit_perp,BNXUSDT,20241230,992,0.971774,2.03596,-3.812595,-1.776635,2.03596,-3.430373,-1.394413,2.04966,-3.828684,-1.779025,2.04966,-3.394549,-1.344889,4.981123,2.0,publish
bybit_perp,BNXUSDT,20250102,981,0.96106,1.605815,-3.731887,-2.126073,1.605815,-3.203376,-1.597561,1.61424,-3.699571,-2.085331,1.61424,-3.115037,-1.500797,4.167484,2.0,publish
bybit_perp,BNXUSDT,20250105,859,0.957043,1.716831,-3.849005,-2.132174,1.716831,-4.080036,-2.363205,1.72653,-3.854991,-2.128462,1.72653,-4.056427,-2.329898,3.655275,2.0,publish
bybit_perp,BNXUSDT,20250108,1429,0.959412,2.213863,-4.61957,-2.405707,2.213863,-5.064068,-2.850205,2.228185,-4.592456,-2.364271,2.228185,-5.02934,-2.801155,6.238838,2.0,publish
bybit_perp,BNXUSDT,20250111,919,0.964091,1.577942,-3.387921,-1.809978,1.577942,-3.616949,-2.039006,1.583829,-3.350039,-1.76621,1.583829,-3.499999,-1.916169,2.861724,2.0,publish
bybit_perp,BNXUSDT,20250114,624,0.974519,1.803713,-5.737297,-3.933584,1.803713,-7.266462,-5.462749,1.807318,-5.758691,-3.951373,1.807318,-7.331206,-5.523888,4.324606,2.0,publish
bybit_perp,BNXUSDT,20250117,1153,0.963747,1.791791,-4.25122,-2.459429,1.791791,-3.592029,-1.800239,1.794332,-4.212251,-2.417919,1.794332,-3.513505,-1.719173,4.914967,2.0,publish
bybit_perp,BNXUSDT,20250120,1697,0.970713,3.999442,-6.593059,-2.593617,3.999442,-6.797834,-2.798392,4.037913,-6.63548,-2.597566,4.037913,-6.882994,-2.84508,11.244971,2.0,publish
bybit_perp,BNXUSDT,20250123,926,0.957775,2.465621,-5.545527,-3.079906,2.465621,-5.86181,-3.396189,2.482289,-5.380836,-2.898547,2.482289,-5.521582,-3.039293,6.456336,2.0,publish
bybit_perp,BNXUSDT,20250126,464,0.962931,1.984927,-5.040711,-3.055783,1.984927,-6.04938,-4.064452,1.99259,-4.990908,-2.998318,1.99259,-5.985622,-3.993032,3.823303,2.0,publish
bybit_perp,BNXUSDT,20250129,820,0.947439,2.556994,-6.725331,-4.168338,2.556994,-7.078964,-4.521971,2.578331,-6.657286,-4.078954,2.578331,-6.869088,-4.290757,6.84204,2.0,publish
bybit_perp,BNXUSDT,20250201,649,0.972111,2.325596,-6.390041,-4.064445,2.325596,-7.108071,-4.782475,2.330299,-6.405658,-4.07536,2.330299,-7.141352,-4.811053,5.343946,2.0,publish
bybit_perp,BNXUSDT,20250204,895,0.941564,3.529183,-8.506429,-4.977246,3.529183,-7.356573,-3.827389,3.562791,-8.338167,-4.775376,3.562791,-7.021334,-3.458543,9.869302,2.0,publish
bybit_perp,BNXUSDT,20250207,641,0.95819,3.271542,-8.343588,-5.072046,3.271542,-9.837618,-6.566076,3.285292,-8.06818,-4.782888,3.285292,-9.642407,-6.357115,7.586441,2.0,publish
bybit_perp,BNXUSDT,20250210,50015,0.992688,1.111051,-2.644881,-1.53383,1.111051,-1.766859,-0.655808,1.109394,-2.679157,-1.569763,1.109394,-1.815481,-0.706087,29.678405,2.0,publish
bybit_perp,BNXUSDT,20250213,24219,0.990099,0.626623,-2.693083,-2.06646,0.626623,-2.683287,-2.056664,0.626451,-2.698448,-2.071997,0.626451,-2.691315,-2.064863,14.725044,2.0,publish
bybit_perp,BNXUSDT,20250216,9927,0.968702,0.552005,-2.308116,-1.756111,0.552005,-2.584777,-2.032772,0.552078,-2.306688,-1.75461,0.552078,-2.535225,-1.983147,8.207796,2.0,publish
bybit_perp,BNXUSDT,20250219,7922,0.984511,0.589593,-2.677361,-2.087768,0.589593,-2.204104,-1.61451,0.589528,-2.652611,-2.063083,0.589528,-2.180575,-1.591047,8.842202,2.0,publish
bybit_perp,BNXUSDT,20250222,4360,0.985917,0.613357,-3.439267,-2.82591,0.613357,-4.665045,-4.051688,0.613106,-3.456238,-2.843132,0.613106,-4.636574,-4.023468,10.461042,2.0,publish
bybit_perp,BNXUSDT,20250225,11481,0.989478,0.552517,-3.832004,-3.279487,0.552517,-3.758517,-3.206001,0.552338,-3.811144,-3.258805,0.552338,-3.732198,-3.179859,12.977812,2.0,publish
bybit_perp,BNXUSDT,20250228,14394,0.987175,0.496948,-3.112191,-2.615243,0.496948,-3.377778,-2.88083,0.497242,-3.113144,-2.615902,0.497242,-3.345548,-2.848306,12.906938,2.0,publish
bybit_perp,BNXUSDT,20250303,10248,0.986671,0.602362,-3.852445,-3.250083,0.602362,-3.337433,-2.73507,0.602759,-3.850606,-3.247847,0.602759,-3.273021,-2.670262,12.447664,2.0,publish
bybit_perp,BNXUSDT,20250306,4741,0.989285,0.808678,-3.783305,-2.974627,0.808678,-4.151736,-3.343058,0.808969,-3.7665,-2.957531,0.808969,-4.152811,-3.343841,10.432322,2.0,publish
bybit_perp,BNXUSDT,20250309,9341,0.983621,0.567648,-3.14434,-2.576692,0.567648,-3.342874,-2.775226,0.566238,-3.149262,-2.583024,0.566238,-3.333565,-2.767327,10.665199,2.0,publish
bybit_perp,BNXUSDT,20250312,7626,0.987464,0.716971,-3.168464,-2.451493,0.716971,-3.076583,-2.359613,0.717958,-3.158306,-2.440348,0.717958,-3.050561,-2.332603,10.579296,2.0,publish
bybit_perp,BNXUSDT,20250315,9442,0.980375,0.667692,-2.797049,-2.129357,0.667692,-3.387124,-2.719432,0.669319,-2.772847,-2.103528,0.669319,-3.387971,-2.718652,10.315827,2.0,publish
bybit_perp,EOSUSDT,20230401,72,1.0,4.322721,-3.568447,0.754274,4.322721,-4.791813,-0.469092,4.322721,-3.568447,0.754274,4.322721,-4.791813,-0.469092,2.70208,2.0,publish
bybit_perp,EOSUSDT,20230404,60,1.0,4.287592,-4.411445,-0.123853,4.287592,-3.087337,1.200256,4.287592,-4.411445,-0.123853,4.287592,-3.087337,1.200256,3.164655,2.0,publish
bybit_perp,EOSUSDT,20230407,99,1.0,4.235822,-3.813036,0.422786,4.235822,-4.028573,0.207249,4.235822,-3.813036,0.422786,4.235822,-4.028573,0.207249,2.669592,2.0,publish
bybit_perp,EOSUSDT,20230410,92,0.891304,4.116565,-2.950315,1.16625,4.116565,2.762935,6.8795,4.116147,-4.112662,0.003485,4.116147,-0.413817,3.70233,2.704589,2.0,publish
bybit_perp,EOSUSDT,20230413,138,0.957246,4.050823,-6.090437,-2.039614,4.050823,-4.210191,-0.159367,4.052488,-6.125712,-2.073225,4.052488,-3.995966,0.056521,3.632959,2.0,publish
bybit_perp,EOSUSDT,20230416,86,0.976744,4.034543,-4.413678,-0.379135,4.034543,-4.778877,-0.744334,4.034129,-4.228991,-0.194862,4.034129,-4.79513,-0.761001,2.710443,2.0,publish
bybit_perp,EOSUSDT,20230419,576,0.990972,4.776883,-9.380526,-4.603644,4.776883,-11.587221,-6.810338,4.778817,-9.493266,-4.714449,4.778817,-11.513501,-6.734684,5.890664,2.0,publish
bybit_perp,EOSUSDT,20230422,37,0.972973,4.722704,-5.359388,-0.636684,4.722704,-1.783395,2.93931,4.723784,-5.248047,-0.524263,4.723784,-2.093147,2.630637,2.402761,2.0,publish
bybit_perp,EOSUSDT,20230425,69,0.652174,4.826552,-4.833503,-0.006951,4.826552,-6.09092,-1.264368,4.817656,-5.376132,-0.558476,4.817656,-5.252389,-0.434733,3.238485,2.0,publish
bybit_perp,EOSUSDT,20230428,42,0.904762,4.856573,-5.566257,-0.709684,4.856573,-6.733332,-1.87676,4.856801,-5.895565,-1.038763,4.856801,-7.18549,-2.328688,3.102398,2.0,publish
bybit_perp,EOSUSDT,20230501,57,0.964912,4.948584,-8.184907,-3.236323,4.948584,-7.578165,-2.629582,4.948504,-7.956582,-3.008078,4.948504,-7.128276,-2.179772,3.583969,2.0,publish
bybit_perp,EOSUSDT,20230504,19,1.0,4.938022,-4.666618,0.271404,4.938022,-6.733458,-1.795436,4.938022,-4.666618,0.271404,4.938022,-6.733458,-1.795436,2.465235,2.0,publish
bybit_perp,EOSUSDT,20230507,20,1.0,5.103595,-4.577064,0.526531,5.103595,-1.492056,3.611539,5.103595,-4.577064,0.526531,5.103595,-1.492056,3.611539,2.964533,2.0,publish
bybit_perp,EOSUSDT,20230510,133,0.996241,5.606916,-13.360472,-7.753555,5.606916,-13.238301,-7.631385,5.607238,-13.660933,-8.053695,5.607238,-13.538301,-7.931064,5.248995,2.0,publish
bybit_perp,EOSUSDT,20230513,13,1.0,5.739799,-7.055168,-1.315369,5.739799,-5.288832,0.450967,5.739799,-7.055168,-1.315369,5.739799,-5.288832,0.450967,2.728742,2.0,publish
bybit_perp,EOSUSDT,20230516,20,1.0,5.630136,-10.708185,-5.078049,5.630136,-14.670024,-9.039888,5.630136,-10.708185,-5.078049,5.630136,-14.670024,-9.039888,3.167104,2.0,publish
bybit_perp,EOSUSDT,20230519,28,1.0,5.659427,-7.682432,-2.023005,5.659427,-7.68287,-2.023443,5.659427,-7.682432,-2.023005,5.659427,-7.68287,-2.023443,2.979825,2.0,publish
bybit_perp,EOSUSDT,20230522,15,1.0,5.860632,-9.406639,-3.546007,5.860632,-6.290461,-0.429829,5.860632,-9.406639,-3.546007,5.860632,-6.290461,-0.429829,2.974981,2.0,publish
bybit_perp,EOSUSDT,20230525,26,1.0,5.997648,-8.300734,-2.303087,5.997648,-7.343382,-1.345735,5.997648,-8.300734,-2.303087,5.997648,-7.343382,-1.345735,2.820385,2.0,publish
bybit_perp,EOSUSDT,20230528,71,1.0,5.49665,-9.428015,-3.931366,5.49665,-10.570096,-5.073447,5.49665,-9.428015,-3.931366,5.49665,-10.570096,-5.073447,4.232269,2.0,publish
bybit_perp,EOSUSDT,20230531,24,1.0,6.362575,-4.920102,1.442473,6.362575,-3.058761,3.303814,6.362575,-4.920102,1.442473,6.362575,-3.058761,3.303814,3.341444,2.0,publish
bybit_perp,EOSUSDT,20230603,13,1.0,5.496654,-4.228889,1.267766,5.496654,-3.381266,2.115389,5.496654,-4.228889,1.267766,5.496654,-3.381266,2.115389,1.922237,2.0,publish
bybit_perp,EOSUSDT,20230606,49,1.0,5.785366,-5.092745,0.692621,5.785366,-4.994261,0.791105,5.785366,-5.092745,0.692621,5.785366,-4.994261,0.791105,3.928029,2.0,publish
bybit_perp,EOSUSDT,20230609,129,1.0,5.641902,-5.681341,-0.039439,5.641902,-6.209634,-0.567732,5.641902,-5.681341,-0.039439,5.641902,-6.209634,-0.567732,2.941278,2.0,publish
bybit_perp,EOSUSDT,20230612,236,0.996186,7.488089,-8.71323,-1.225141,7.488089,-5.705385,1.782703,7.48825,-8.746585,-1.258336,7.48825,-5.841245,1.647005,5.269202,2.0,publish
bybit_perp,EOSUSDT,20230615,214,0.958879,7.86853,-10.839651,-2.97112,7.86853,-9.700628,-1.832098,7.869126,-10.706903,-2.837777,7.869126,-9.36421,-1.495083,4.913597,2.0,publish
bybit_perp,EOSUSDT,20230618,97,0.979381,8.0237,-8.921309,-0.897609,8.0237,-8.754624,-0.730923,8.025662,-8.775209,-0.749547,8.025662,-8.94105,-0.915388,4.126314,2.0,publish
bybit_perp,EOSUSDT,20230621,151,0.993377,7.52129,-9.485342,-1.964052,7.52129,-10.054884,-2.533595,7.521718,-9.449149,-1.927431,7.521718,-10.022489,-2.500771,6.344551,2.0,publish
bybit_perp,EOSUSDT,20230624,277,1.0,7.174866,-7.538264,-0.363399,7.174866,-9.902859,-2.727993,7.174866,-7.538264,-0.363399,7.174866,-9.902859,-2.727993,6.567785,2.0,publish
bybit_perp,EOSUSDT,20230627,232,0.978448,6.958976,-7.987893,-1.028916,6.958976,-6.84753,0.111446,6.959146,-7.833531,-0.874385,6.959146,-6.692986,0.26616,4.550702,2.0,publish
bybit_perp,EOSUSDT,20230630,1136,0.970775,7.10754,-9.116826,-2.009286,7.10754,-5.13902,1.96852,7.085904,-9.150291,-2.064387,7.085904,-5.615682,1.470221,10.263503,2.0,publish
bybit_perp,EOSUSDT,20230703,208,0.985577,6.555626,-6.111859,0.443767,6.555626,-4.600121,1.955505,6.555893,-6.201301,0.354592,6.555893,-4.731414,1.824478,4.65782,2.0,publish
bybit_perp,EOSUSDT,20230706,148,0.986486,6.912605,-8.259119,-1.346514,6.912605,-11.780724,-4.868118,6.912708,-8.279887,-1.367179,6.912708,-11.660551,-4.747843,6.156206,2.0,publish
bybit_perp,EOSUSDT,20230709,113,1.0,6.805647,-9.15251,-2.346863,6.805647,-11.598043,-4.792396,6.805647,-9.15251,-2.346863,6.805647,-11.598043,-4.792396,4.591492,2.0,publish
bybit_perp,EOSUSDT,20230712,149,0.993289,6.90823,-9.417298,-2.509069,6.90823,-11.085348,-4.177118,6.909036,-9.389187,-2.480151,6.909036,-11.068508,-4.159472,4.486452,2.0,publish
bybit_perp,EOSUSDT,20230715,127,1.0,6.452685,-10.57719,-4.124506,6.452685,-10.051033,-3.598348,6.452685,-10.57719,-4.124506,6.452685,-10.051033,-3.598348,5.199425,2.0,publish
bybit_perp,EOSUSDT,20230718,117,1.0,6.613676,-8.950782,-2.337107,6.613676,-7.225051,-0.611375,6.613676,-8.950782,-2.337107,6.613676,-7.225051,-0.611375,5.14678,2.0,publish
bybit_perp,EOSUSDT,20230721,158,1.0,6.435628,-9.819123,-3.383495,6.435628,-7.897203,-1.461575,6.435628,-9.819123,-3.383495,6.435628,-7.897203,-1.461575,5.047949,2.0,publish
bybit_perp,EOSUSDT,20230724,207,1.0,6.708765,-6.085195,0.62357,6.708765,-1.486271,5.222494,6.708765,-6.085195,0.62357,6.708765,-1.486271,5.222494,5.549488,2.0,publish
bybit_perp,EOSUSDT,20230727,82,1.0,6.748202,-9.877653,-3.129451,6.748202,-8.719934,-1.971732,6.748202,-9.877653,-3.129451,6.748202,-8.719934,-1.971732,3.219126,2.0,publish
bybit_perp,EOSUSDT,20230730,200,0.9955,6.7296,-7.545048,-0.815448,6.7296,-7.996154,-1.266554,6.729249,-7.332982,-0.603733,6.729249,-7.601498,-0.872249,4.220413,2.0,publish
bybit_perp,EOSUSDT,20230802,127,1.0,6.796128,-8.707014,-1.910886,6.796128,-5.976913,0.819215,6.796128,-8.707014,-1.910886,6.796128,-5.976913,0.819215,3.963636,2.0,publish
bybit_perp,EOSUSDT,20230805,27,1.0,6.931453,-9.241363,-2.30991,6.931453,-8.214599,-1.283145,6.931453,-9.241363,-2.30991,6.931453,-8.214599,-1.283145,2.835462,2.0,publish
bybit_perp,EOSUSDT,20230808,73,1.0,6.932136,-10.458947,-3.526811,6.932136,-10.261503,-3.329367,6.932136,-10.458947,-3.526811,6.932136,-10.261503,-3.329367,3.30431,2.0,publish
bybit_perp,EOSUSDT,20230811,48,1.0,7.000441,-8.454262,-1.453821,7.000441,-7.575015,-0.574573,7.000441,-8.454262,-1.453821,7.000441,-7.575015,-0.574573,2.149775,2.0,publish
bybit_perp,EOSUSDT,20230814,74,1.0,6.95602,-8.55278,-1.59676,6.95602,-7.898956,-0.942936,6.95602,-8.55278,-1.59676,6.95602,-7.898956,-0.942936,2.458845,2.0,publish
bybit_perp,EOSUSDT,20230817,621,0.997262,8.882114,-16.317972,-7.435858,8.882114,-26.577191,-17.695077,8.882354,-16.230019,-7.347665,8.882354,-26.031134,-17.14878,10.543037,2.0,publish
bybit_perp,EOSUSDT,20230820,67,1.0,8.555271,-11.493783,-2.938512,8.555271,-10.721662,-2.166391,8.555271,-11.493783,-2.938512,8.555271,-10.721662,-2.166391,3.901751,2.0,publish
bybit_perp,EOSUSDT,20230823,136,0.992647,8.539738,-12.065178,-3.52544,8.539738,-10.805824,-2.266086,8.539084,-12.15455,-3.615466,8.539084,-10.885868,-2.346784,4.473184,2.0,publish
bybit_perp,EOSUSDT,20230826,31,0.967742,8.554901,-12.149282,-3.594381,8.554901,-12.149282,-3.594381,8.553449,-12.554258,-4.000809,8.553449,-12.554258,-4.000809,2.590631,2.0,publish
bybit_perp,EOSUSDT,20230829,234,0.995726,8.278781,-8.651647,-0.372866,8.278781,-10.188263,-1.909482,8.278276,-8.688778,-0.410502,8.278276,-10.520274,-2.241998,5.22532,2.0,publish
bybit_perp,EOSUSDT,20230901,44,1.0,8.573051,-9.74022,-1.16717,8.573051,-7.418059,1.154992,8.573051,-9.74022,-1.16717,8.573051,-7.418059,1.154992,4.362713,2.0,publish
bybit_perp,EOSUSDT,20230904,32,1.0,8.614966,-11.850463,-3.235497,8.614966,-12.415859,-3.800893,8.614966,-11.850463,-3.235497,8.614966,-12.415859,-3.800893,4.127226,2.0,publish
bybit_perp,EOSUSDT,20230907,63,0.984127,8.600591,-10.385579,-1.784988,8.600591,-8.196992,0.403599,8.601337,-10.277143,-1.675805,8.601337,-8.053256,0.548082,3.236274,2.0,publish
bybit_perp,EOSUSDT,20230910,140,1.0,9.199169,-46.806723,-37.607554,9.199169,-48.581275,-39.382106,9.199169,-46.806723,-37.607554,9.199169,-48.581275,-39.382106,7.850614,2.0,publish
bybit_perp,EOSUSDT,20230913,160,0.99375,9.245593,-2.72133,6.524263,9.245593,1.079662,10.325254,9.246304,-2.738445,6.507859,9.246304,1.086452,10.332756,5.828672,2.0,publish
bybit_perp,EOSUSDT,20230916,35,1.0,8.680897,-9.422592,-0.741695,8.680897,-8.926123,-0.245226,8.680897,-9.422592,-0.741695,8.680897,-8.926123,-0.245226,2.952984,2.0,publish
bybit_perp,EOSUSDT,20230919,35,1.0,8.622292,-11.338273,-2.715981,8.622292,-9.85739,-1.235098,8.622292,-11.338273,-2.715981,8.622292,-9.85739,-1.235098,3.612478,2.0,publish
bybit_perp,EOSUSDT,20230922,35,1.0,8.698207,-11.936086,-3.237879,8.698207,-7.954854,0.743352,8.698207,-11.936086,-3.237879,8.698207,-7.954854,0.743352,3.236218,2.0,publish
bybit_perp,EOSUSDT,20230925,101,1.0,8.791631,-11.318599,-2.526968,8.791631,-10.798857,-2.007226,8.791631,-11.318599,-2.526968,8.791631,-10.798857,-2.007226,3.531251,2.0,publish
bybit_perp,EOSUSDT,20230928,84,1.0,8.788887,-11.619542,-2.830655,8.788887,-9.223635,-0.434748,8.788887,-11.619542,-2.830655,8.788887,-9.223635,-0.434748,4.015419,2.0,publish
bybit_perp,EOSUSDT,20231001,72,1.0,8.442087,-7.619108,0.822979,8.442087,-8.885157,-0.44307,8.442087,-7.619108,0.822979,8.442087,-8.885157,-0.44307,3.703981,2.0,publish
bybit_perp,EOSUSDT,20231004,174,0.994253,8.729363,-10.577506,-1.848143,8.729363,-10.948042,-2.218678,8.72925,-10.638648,-1.909398,8.72925,-10.505608,-1.776358,4.90427,2.0,publish
bybit_perp,EOSUSDT,20231007,125,0.992,8.731841,-10.614695,-1.882854,8.731841,-10.349136,-1.617294,8.732194,-10.700297,-1.968103,8.732194,-10.712858,-1.980664,3.374745,2.0,publish
bybit_perp,EOSUSDT,20231010,34,1.0,9.262557,-12.538334,-3.275777,9.262557,-12.524103,-3.261546,9.262557,-12.538334,-3.275777,9.262557,-12.524103,-3.261546,4.138717,2.0,publish
bybit_perp,EOSUSDT,20231013,33,1.0,9.216962,-13.412735,-4.195773,9.216962,-10.629986,-1.413024,9.216962,-13.412735,-4.195773,9.216962,-10.629986,-1.413024,3.670145,2.0,publish
bybit_perp,EOSUSDT,20231016,128,0.984375,8.915892,-7.437312,1.47858,8.915892,-8.830028,0.085864,8.91556,-7.983209,0.932351,8.91556,-8.691042,0.224518,4.487615,2.0,publish
bybit_perp,EOSUSDT,20231019,48,0.979167,9.424254,-13.965069,-4.540815,9.424254,-12.401576,-2.977322,9.425364,-14.262198,-4.836834,9.425364,-12.864845,-3.439481,4.032043,2.0,publish
bybit_perp,EOSUSDT,20231022,69,1.0,9.033656,-9.646076,-0.612419,9.033656,-11.232993,-2.199337,9.033656,-9.646076,-0.612419,9.033656,-11.232993,-2.199337,4.622305,2.0,publish
bybit_perp,EOSUSDT,20231025,849,0.956773,1.419517,-3.248272,-1.828755,1.419517,-2.383485,-0.963968,1.42866,-3.281665,-1.853005,1.42866,-2.486877,-1.058217,4.67121,2.0,publish
bybit_perp,EOSUSDT,20231028,1213,0.967766,0.858503,-3.110222,-2.25172,0.858503,-3.702109,-2.843606,0.858494,-3.120376,-2.261882,0.858494,-3.597198,-2.738704,3.503626,2.0,publish
bybit_perp,EOSUSDT,20231031,2147,0.981742,0.864502,-3.240449,-2.375948,0.864502,-4.314673,-3.450171,0.864601,-3.246369,-2.381768,0.864601,-4.351063,-3.486462,4.628663,2.0,publish
bybit_perp,EOSUSDT,20231103,2352,0.940009,0.842874,-3.160264,-2.317391,0.842874,-3.312495,-2.469622,0.845924,-3.106172,-2.260247,0.845924,-3.324021,-2.478097,4.204855,2.0,publish
bybit_perp,EOSUSDT,20231106,2555,0.952681,0.768358,-2.636242,-1.867885,0.768358,-2.475261,-1.706904,0.769102,-2.617926,-1.848824,0.769102,-2.449409,-1.680308,3.353431,2.0,publish
bybit_perp,EOSUSDT,20231109,4674,0.969555,1.050966,-3.117189,-2.066223,1.050966,-3.339453,-2.288488,1.058129,-3.122778,-2.064649,1.058129,-3.353923,-2.295794,7.047176,2.0,publish
bybit_perp,EOSUSDT,20231112,3082,0.940428,0.76773,-3.091307,-2.323576,0.76773,-2.493832,-1.726101,0.770023,-3.054354,-2.284331,0.770023,-2.500457,-1.730434,4.64609,2.0,publish
bybit_perp,EOSUSDT,20231115,3072,0.937793,0.789996,-2.621029,-1.831032,0.789996,-2.518607,-1.728611,0.792221,-2.600723,-1.808503,0.792221,-2.494555,-1.702335,3.783062,2.0,publish
bybit_perp,EOSUSDT,20231118,2570,0.950661,0.765461,-2.883841,-2.11838,0.765461,-3.010318,-2.244857,0.766741,-2.858843,-2.092102,0.766741,-2.945841,-2.1791,3.89379,2.0,publish
bybit_perp,EOSUSDT,20231121,4101,0.965423,0.917858,-2.769304,-1.851446,0.917858,-2.690294,-1.772436,0.922732,-2.788278,-1.865546,0.922732,-2.634501,-1.71177,5.859053,2.0,publish
